customer_id,first_name,last_name,email,street,city,state,local,zip_code,Extraction_Date_Time,Source
398,Suellen,Mercado,suellen.mercado@yahoo.com,3 Taylor Drive ,Sunnyside,NY,False,11104,2024-05-03 23:35:20.819551,DL
399,Bart,Hess,bart.hess@aol.com,799 N. Maiden Street ,Kingston,NY,False,12401,2024-05-03 23:35:20.819551,DL
400,Alfredo,Dodson,alfredo.dodson@hotmail.com,8960 Glenholme Dr. ,Depew,NY,False,14043,2024-05-03 23:35:20.819551,DL
401,Shaunda,Barnett,shaunda.barnett@gmail.com,9366 San Carlos Lane ,Longview,TX,False,75604,2024-05-03 23:35:20.819551,DL
402,Kerrie,Morton,kerrie.morton@hotmail.com,8772 State St. ,Pittsford,NY,False,14534,2024-05-03 23:35:20.819551,DL
403,Elouise,Fry,elouise.fry@aol.com,49 Bohemia Street ,Canyon Country,CA,False,91387,2024-05-03 23:35:20.819551,DL
404,Augustus,Steele,augustus.steele@aol.com,7474 N. Orchard St. ,Ballston Spa,NY,False,12020,2024-05-03 23:35:20.819551,DL
405,Greta,Page,greta.page@hotmail.com,8316 Augusta Drive ,Commack,NY,False,11725,2024-05-03 23:35:20.819551,DL
406,Kerrie,O'neill,kerrie.o'neill@gmail.com,69 Wellington Ave. ,Shirley,NY,False,11967,2024-05-03 23:35:20.819551,DL
407,Dannette,Guerrero,dannette.guerrero@gmail.com,68 Carriage Street ,San Pablo,CA,False,94806,2024-05-03 23:35:20.819551,DL
408,Edra,Fitzgerald,edra.fitzgerald@msn.com,8892 Birchwood St. ,Central Islip,NY,False,11722,2024-05-03 23:35:20.819551,DL
409,Jerome,Bolton,jerome.bolton@msn.com,9921 Argyle Street ,Carmel,NY,False,10512,2024-05-03 23:35:20.819551,DL
410,Conception,Slater,conception.slater@gmail.com,5 Sunset Street ,Bellmore,NY,False,11710,2024-05-03 23:35:20.819551,DL
411,Octavia,Case,octavia.case@aol.com,40 Charles Road ,New York,NY,False,10002,2024-05-03 23:35:20.819551,DL
412,Dexter,Roberts,dexter.roberts@gmail.com,84 Thatcher Court ,Sunnyside,NY,False,11104,2024-05-03 23:35:20.819551,DL
413,Ginette,Edwards,ginette.edwards@hotmail.com,9262 NW. Center Ave. ,Baldwin,NY,True,11510,2024-05-03 23:35:20.819551,DL
414,Romaine,Haley,romaine.haley@aol.com,737 Edgefield Drive ,Ithaca,NY,False,14850,2024-05-03 23:35:20.819551,DL
415,Gwendolyn,Miller,gwendolyn.miller@msn.com,90 Fordham Ave. ,Harlingen,TX,False,78552,2024-05-03 23:35:20.819551,DL
416,Luke,Fuller,luke.fuller@hotmail.com,576 Cleveland Lane ,Hempstead,NY,False,11550,2024-05-03 23:35:20.819551,DL
417,Zoraida,Patton,zoraida.patton@aol.com,95 Grand Dr. ,Huntington Station,NY,False,11746,2024-05-03 23:35:20.819551,DL
418,Georgeanna,Webster,georgeanna.webster@msn.com,40 Creekside Circle ,Oxnard,CA,False,93035,2024-05-03 23:35:20.819551,DL
419,Krystin,Marshall,krystin.marshall@hotmail.com,10 Old Proctor Lane ,Poughkeepsie,NY,False,12601,2024-05-03 23:35:20.819551,DL
420,Vince,Schneider,vince.schneider@hotmail.com,473 Corona Ave. ,Merrick,NY,False,11566,2024-05-03 23:35:20.819551,DL
421,Iola,Rasmussen,iola.rasmussen@yahoo.com,283 N. Manor Station Dr. ,Monroe,NY,False,10950,2024-05-03 23:35:20.819551,DL
422,Valery,Saunders,valery.saunders@msn.com,42 Marlborough St. ,Victoria,TX,False,77904,2024-05-03 23:35:20.819551,DL
423,Johna,Powers,johna.powers@hotmail.com,379 Central Ave. ,Deer Park,NY,False,11729,2024-05-03 23:35:20.819551,DL
424,Charleen,Hurst,charleen.hurst@yahoo.com,87 Country Avenue ,Utica,NY,False,13501,2024-05-03 23:35:20.819551,DL
425,Augustina,Joyner,augustina.joyner@aol.com,7931 Honey Creek Court ,Mount Vernon,NY,False,10550,2024-05-03 23:35:20.819551,DL
426,Daisy,Ward,daisy.ward@msn.com,45 Silver Spear Ave. ,Pomona,CA,False,91768,2024-05-03 23:35:20.819551,DL
427,Latonya,Dixon,latonya.dixon@hotmail.com,9399 Evergreen Street ,Garland,TX,False,75043,2024-05-03 23:35:20.819551,DL
428,Hipolito,Padilla,hipolito.padilla@hotmail.com,311 E. Rose Avenue ,New Rochelle,NY,False,10801,2024-05-03 23:35:20.819551,DL
429,Emmett,Casey,emmett.casey@yahoo.com,893 Logan St. ,Valley Stream,NY,False,11580,2024-05-03 23:35:20.819551,DL
430,Kandi,Mcneil,kandi.mcneil@msn.com,402 Border Street ,Massapequa Park,NY,False,11762,2024-05-03 23:35:20.819551,DL
431,Luciano,Marsh,luciano.marsh@aol.com,7685 South Willow Drive ,Bellmore,NY,False,11710,2024-05-03 23:35:20.819551,DL
432,Julius,Holt,julius.holt@aol.com,386 Lower River Street ,East Meadow,NY,False,11554,2024-05-03 23:35:20.819551,DL
433,Holly,Nieves,holly.nieves@aol.com,60 Cleveland St. ,Longview,TX,False,75604,2024-05-03 23:35:20.819551,DL
434,Douglass,Little,douglass.little@hotmail.com,294 Harvey Drive ,Duarte,CA,False,91010,2024-05-03 23:35:20.819551,DL
435,Izola,Hobbs,izola.hobbs@gmail.com,685 Beacon Dr. ,Woodhaven,NY,False,11421,2024-05-03 23:35:20.819551,DL
436,Honey,Camacho,honey.camacho@gmail.com,934 2nd St. ,Bayside,NY,False,11361,2024-05-03 23:35:20.819551,DL
437,Laureen,Barry,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,False,14127,2024-05-03 23:35:20.819551,DL
438,Katharine,Herrera,katharine.herrera@hotmail.com,395 SE. Branch St. ,Queensbury,NY,False,12804,2024-05-03 23:35:20.819551,DL
439,Sunshine,Rosario,sunshine.rosario@aol.com,1 Chestnut Lane ,Jamaica,NY,False,11432,2024-05-03 23:35:20.819551,DL
440,Yevette,Todd,yevette.todd@aol.com,119 Lakewood Rd. ,Ballston Spa,NY,False,12020,2024-05-03 23:35:20.819551,DL
441,Dorthea,Walker,dorthea.walker@aol.com,11 Third St. ,Port Washington,NY,False,11050,2024-05-03 23:35:20.819551,DL
442,Alane,Munoz,alane.munoz@gmail.com,8 Strawberry Dr. ,Yonkers,NY,False,10701,2024-05-03 23:35:20.819551,DL
443,Ayana,Keith,ayana.keith@hotmail.com,182 Thorne Road ,Oxnard,CA,False,93035,2024-05-03 23:35:20.819551,DL
444,Caridad,Compton,caridad.compton@aol.com,9575 SW. Kingston Court ,San Lorenzo,CA,False,94580,2024-05-03 23:35:20.819551,DL
445,Earline,Ballard,earline.ballard@hotmail.com,939 Lyme Road ,Mount Vernon,NY,False,10550,2024-05-03 23:35:20.819551,DL
446,Nathanael,Bradley,nathanael.bradley@aol.com,58 Third St. ,Amsterdam,NY,False,12010,2024-05-03 23:35:20.819551,DL
447,Chasidy,Tran,chasidy.tran@msn.com,9286 Anderson Street ,Vista,CA,False,92083,2024-05-03 23:35:20.819551,DL
448,Janella,Bright,janella.bright@aol.com,7317 Tower Dr. ,Rochester,NY,False,14606,2024-05-03 23:35:20.819551,DL
449,Josie,Schultz,josie.schultz@hotmail.com,225 Mammoth Street ,Canyon Country,CA,False,91387,2024-05-03 23:35:20.819551,DL
450,Ellsworth,Michael,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,False,10512,2024-05-03 23:35:20.819551,DL
451,Jennette,Wooten,jennette.wooten@msn.com,8221 Bow Ridge Lane ,Rowlett,TX,True,75088,2024-05-03 23:35:20.819551,DL
452,Cassandra,Nichols,cassandra.nichols@yahoo.com,4 Glenwood Circle ,Hicksville,NY,False,11801,2024-05-03 23:35:20.819551,DL
453,Courtney,Wyatt,courtney.wyatt@gmail.com,369 Arrowhead St. ,Garden City,NY,False,11530,2024-05-03 23:35:20.819551,DL
454,Terese,Palmer,terese.palmer@hotmail.com,8 Sugar Drive ,Bay Shore,NY,False,11706,2024-05-03 23:35:20.819551,DL
455,Sherita,Cherry,sherita.cherry@gmail.com,9636 Old Cedarwood Street ,Liverpool,NY,False,13090,2024-05-03 23:35:20.819551,DL
456,Serina,Hensley,serina.hensley@yahoo.com,53 Proctor Drive ,Jamaica,NY,False,11432,2024-05-03 23:35:20.819551,DL
457,Jeni,Farley,jeni.farley@aol.com,4 Mill Lane ,Richmond Hill,NY,False,11418,2024-05-03 23:35:20.819551,DL
458,Everett,Vega,everett.vega@yahoo.com,7859 James Ave. ,Holbrook,NY,False,11741,2024-05-03 23:35:20.819551,DL
459,Latosha,Dalton,latosha.dalton@yahoo.com,59 E. Wintergreen Ave. ,Bakersfield,CA,False,93306,2024-05-03 23:35:20.819551,DL
460,Romelia,Myers,romelia.myers@msn.com,8630 Brook St. ,Garden City,NY,False,11530,2024-05-03 23:35:20.819551,DL
461,Effie,Jenkins,effie.jenkins@msn.com,75 South Glen Eagles Court ,Brentwood,NY,False,11717,2024-05-03 23:35:20.819551,DL
462,Efren,Oliver,efren.oliver@gmail.com,9343 1st Rd. ,Nanuet,NY,False,10954,2024-05-03 23:35:20.819551,DL
463,Jerlene,Rios,jerlene.rios@yahoo.com,32 Griffin St. ,Plainview,NY,False,11803,2024-05-03 23:35:20.819551,DL
464,Bess,Mcbride,bess.mcbride@yahoo.com,9832 Winchester St. ,Garden City,NY,False,11530,2024-05-03 23:35:20.819551,DL
465,Birdie,Kramer,birdie.kramer@hotmail.com,311 Newcastle Dr. ,Troy,NY,False,12180,2024-05-03 23:35:20.819551,DL
466,Collen,Hayes,collen.hayes@yahoo.com,117 Eagle St. ,Smithtown,NY,False,11787,2024-05-03 23:35:20.819551,DL
467,Clare,Neal,clare.neal@msn.com,8922 Shady Ave. ,Mahopac,NY,False,10541,2024-05-03 23:35:20.819551,DL
468,Jeanett,Herman,jeanett.herman@hotmail.com,839 East Arch Street ,Lindenhurst,NY,False,11757,2024-05-03 23:35:20.819551,DL
469,Micki,Rutledge,micki.rutledge@aol.com,9868 Marvon Street ,Richmond Hill,NY,False,11418,2024-05-03 23:35:20.819551,DL
470,Loise,Walker,loise.walker@aol.com,201 Glen Eagles St. ,Shirley,NY,False,11967,2024-05-03 23:35:20.819551,DL
471,Burma,Summers,burma.summers@yahoo.com,890 East Elmwood Street ,Freeport,NY,False,11520,2024-05-03 23:35:20.819551,DL
472,Myron,Ruiz,myron.ruiz@gmail.com,45 Shadow Brook Lane ,Amityville,NY,False,11701,2024-05-03 23:35:20.819551,DL
473,Lashawna,Richardson,lashawna.richardson@hotmail.com,9920 Purple Finch St. ,Baldwin,NY,True,11510,2024-05-03 23:35:20.819551,DL
474,Lavern,Orr,lavern.orr@hotmail.com,913 N. Young Street ,Webster,NY,False,14580,2024-05-03 23:35:20.819551,DL
475,Alec,Peck,alec.peck@hotmail.com,4 W. Belmont St. ,Victoria,TX,False,77904,2024-05-03 23:35:20.819551,DL
476,Christopher,Richardson,christopher.richardson@gmail.com,7846 Windfall Dr. ,Santa Cruz,CA,True,95060,2024-05-03 23:35:20.819551,DL
477,Arminda,Weber,arminda.weber@yahoo.com,6 Hill Field St. ,Bellmore,NY,False,11710,2024-05-03 23:35:20.819551,DL
478,Emmett,Hahn,emmett.hahn@hotmail.com,7727 6th St. ,Freeport,NY,False,11520,2024-05-03 23:35:20.819551,DL
479,Gertha,Mejia,gertha.mejia@yahoo.com,518 Orchard St. ,Flushing,NY,False,11354,2024-05-03 23:35:20.819551,DL
480,Garland,Weaver,garland.weaver@gmail.com,7161 Goldfield Court ,Amsterdam,NY,False,12010,2024-05-03 23:35:20.819551,DL
481,Jayson,Rutledge,jayson.rutledge@yahoo.com,8672 Coffee St. ,Lake Jackson,TX,False,77566,2024-05-03 23:35:20.819551,DL
482,Narcisa,Knapp,narcisa.knapp@aol.com,435 Dogwood Dr. ,Amarillo,TX,False,79106,2024-05-03 23:35:20.819551,DL
483,Gayla,Sims,gayla.sims@gmail.com,98 Hall Street ,Lindenhurst,NY,False,11757,2024-05-03 23:35:20.819551,DL
484,Chelsey,Boyd,chelsey.boyd@yahoo.com,9569 Birchpond Ave. ,Euless,TX,False,76039,2024-05-03 23:35:20.819551,DL
485,Catherine,Miles,catherine.miles@msn.com,7189 Elm Dr. ,East Elmhurst,NY,False,11369,2024-05-03 23:35:20.819551,DL
486,Valeri,Marshall,valeri.marshall@hotmail.com,494 East Brewery Dr. ,East Meadow,NY,False,11554,2024-05-03 23:35:20.819551,DL
487,Grace,Madden,grace.madden@gmail.com,606 East Rocky River St. ,San Pablo,CA,False,94806,2024-05-03 23:35:20.819551,DL
488,Joaquin,Hawkins,joaquin.hawkins@aol.com,3 Oklahoma Lane ,Anaheim,CA,False,92806,2024-05-03 23:35:20.819551,DL
489,Kirstie,Vazquez,kirstie.vazquez@gmail.com,8006 Rockland Ave. ,Saratoga Springs,NY,False,12866,2024-05-03 23:35:20.819551,DL
490,Yu,Mcdonald,yu.mcdonald@aol.com,784 Pheasant Rd. ,Ossining,NY,False,10562,2024-05-03 23:35:20.819551,DL
491,Celestine,Jacobs,celestine.jacobs@gmail.com,87 Hanover Rd. ,Massapequa,NY,False,11758,2024-05-03 23:35:20.819551,DL
492,Justa,Thompson,justa.thompson@aol.com,43 Manor Ave. ,Corona,NY,False,11368,2024-05-03 23:35:20.819551,DL
493,Lise,Alvarado,lise.alvarado@gmail.com,9816 Newcastle Dr. ,Hamburg,NY,False,14075,2024-05-03 23:35:20.819551,DL
494,Pearl,Fox,pearl.fox@yahoo.com,9415 Honey Creek Dr. ,Uniondale,NY,False,11553,2024-05-03 23:35:20.819551,DL
495,Travis,Goodman,travis.goodman@yahoo.com,65 Rockcrest Dr. ,Los Banos,CA,False,93635,2024-05-03 23:35:20.819551,DL
496,Shu,Mays,shu.mays@gmail.com,996 St Margarets Lane ,Astoria,NY,False,11102,2024-05-03 23:35:20.819551,DL
497,Ezra,Fowler,ezra.fowler@hotmail.com,16 Pearl St. ,Nanuet,NY,False,10954,2024-05-03 23:35:20.819551,DL
498,Edda,Young,edda.young@gmail.com,50 S. Airport Street ,North Tonawanda,NY,False,14120,2024-05-03 23:35:20.819551,DL
499,Lidia,Ashley,lidia.ashley@hotmail.com,8436 Meadow St. ,Baldwinsville,NY,False,13027,2024-05-03 23:35:20.819551,DL
500,Moira,Lester,moira.lester@msn.com,496 Greystone Court ,Jackson Heights,NY,False,11372,2024-05-03 23:35:20.819551,DL
501,Tony,Hicks,tony.hicks@gmail.com,226 Carriage Street ,Anaheim,CA,False,92806,2024-05-03 23:35:20.819551,DL
502,Malinda,Baxter,malinda.baxter@yahoo.com,7698 Briarwood Ave. ,Whitestone,NY,False,11357,2024-05-03 23:35:20.819551,DL
503,Marlo,Jefferson,marlo.jefferson@gmail.com,39 Trenton Rd. ,Niagara Falls,NY,False,14304,2024-05-03 23:35:20.819551,DL
504,Tiana,Henderson,tiana.henderson@aol.com,62 Orange St. ,Franklin Square,NY,False,11010,2024-05-03 23:35:20.819551,DL
505,Wilda,Petersen,wilda.petersen@aol.com,899 Helen St. ,Jamaica,NY,False,11432,2024-05-03 23:35:20.819551,DL
506,Irving,Pitts,irving.pitts@msn.com,346 College Court ,Torrance,CA,False,90505,2024-05-03 23:35:20.819551,DL
507,Sheree,Pena,sheree.pena@yahoo.com,822 Virginia Court ,Staten Island,NY,False,10301,2024-05-03 23:35:20.819551,DL
508,Vance,Taylor,vance.taylor@msn.com,8279 Military Dr. ,Lancaster,NY,False,14086,2024-05-03 23:35:20.819551,DL
509,Terra,Pickett,terra.pickett@aol.com,7822 Depot Avenue ,Amsterdam,NY,False,12010,2024-05-03 23:35:20.819551,DL
510,Faustino,Delacruz,faustino.delacruz@msn.com,88 West Greenview Street ,South Richmond Hill,NY,False,11419,2024-05-03 23:35:20.819551,DL
511,Julienne,Moody,julienne.moody@hotmail.com,35 South Oxford Rd. ,Fort Worth,TX,False,76110,2024-05-03 23:35:20.819551,DL
512,Hee,Greer,hee.greer@hotmail.com,41 North Garfield Ave. ,Selden,NY,False,11784,2024-05-03 23:35:20.819551,DL
513,Whitney,Cash,whitney.cash@gmail.com,8 Surrey Street ,Hamburg,NY,False,14075,2024-05-03 23:35:20.819551,DL
514,Clarita,Curry,clarita.curry@hotmail.com,661 Tanglewood Street ,Hollis,NY,False,11423,2024-05-03 23:35:20.819551,DL
515,Reita,Dickson,reita.dickson@hotmail.com,7506 Mechanic Dr. ,Scarsdale,NY,False,10583,2024-05-03 23:35:20.819551,DL
516,Rosa,Kinney,rosa.kinney@yahoo.com,330 Highland Drive ,Brooklyn,NY,False,11201,2024-05-03 23:35:20.819551,DL
517,Buford,Gilbert,buford.gilbert@yahoo.com,9 East Ketch Harbour Street ,Bellmore,NY,False,11710,2024-05-03 23:35:20.819551,DL
518,Homer,Powers,homer.powers@msn.com,8207 East El Dorado Ave. ,Palos Verdes Peninsula,CA,False,90274,2024-05-03 23:35:20.819551,DL
519,Rudolf,Gilliam,rudolf.gilliam@aol.com,17 Marlborough Circle ,Palos Verdes Peninsula,CA,False,90274,2024-05-03 23:35:20.819551,DL
520,Andreas,Herman,andreas.herman@msn.com,456 Rock Creek Street ,Mount Vernon,NY,False,10550,2024-05-03 23:35:20.819551,DL
521,Max,Charles,max.charles@gmail.com,695 St Paul Street ,Glen Cove,NY,False,11542,2024-05-03 23:35:20.819551,DL
522,Tammera,Fischer,tammera.fischer@hotmail.com,405 Olive St. ,Oakland,CA,False,94603,2024-05-03 23:35:20.819551,DL
523,Joshua,Robertson,joshua.robertson@gmail.com,81 Campfire Court ,Patchogue,NY,False,11772,2024-05-03 23:35:20.819551,DL
524,Larraine,Horn,larraine.horn@msn.com,368 South Summerhouse Dr. ,Utica,NY,False,13501,2024-05-03 23:35:20.819551,DL
525,Andreas,Mayer,andreas.mayer@hotmail.com,8577 Galvin Circle ,New Rochelle,NY,False,10801,2024-05-03 23:35:20.819551,DL
526,Lazaro,Moran,lazaro.moran@gmail.com,83 E. Buttonwood Street ,Sugar Land,TX,False,77478,2024-05-03 23:35:20.819551,DL
527,Afton,Juarez,afton.juarez@gmail.com,8330 Riverview Drive ,Coram,NY,False,11727,2024-05-03 23:35:20.819551,DL
528,Angele,Schroeder,angele.schroeder@yahoo.com,33 S. Shadow Brook Street ,New City,NY,False,10956,2024-05-03 23:35:20.819551,DL
529,Ellena,Clements,ellena.clements@aol.com,7918 Mulberry Street ,Santa Monica,CA,False,90403,2024-05-03 23:35:20.819551,DL
530,Selene,Austin,selene.austin@msn.com,9042 Linda Circle ,Duarte,CA,False,91010,2024-05-03 23:35:20.819551,DL
531,Kimberely,Bowen,kimberely.bowen@hotmail.com,88 Belmont Street ,Troy,NY,False,12180,2024-05-03 23:35:20.819551,DL
532,Mia,Delgado,mia.delgado@yahoo.com,850 Wakehurst Drive ,Coachella,CA,False,92236,2024-05-03 23:35:20.819551,DL
533,Garret,Clay,garret.clay@yahoo.com,9516 College Drive ,Corpus Christi,TX,False,78418,2024-05-03 23:35:20.819551,DL
534,Alejandro,Haney,alejandro.haney@msn.com,3 Griffin Street ,Wantagh,NY,False,11793,2024-05-03 23:35:20.819551,DL
535,Inge,Olsen,inge.olsen@msn.com,295 Iroquois Rd. ,Long Beach,NY,False,11561,2024-05-03 23:35:20.819551,DL
536,Christiane,Bradford,christiane.bradford@gmail.com,9043 Woodland Ave. ,Orchard Park,NY,False,14127,2024-05-03 23:35:20.819551,DL
537,Carter,Bentley,carter.bentley@yahoo.com,145 North Bridle Ave. ,Carmel,NY,False,10512,2024-05-03 23:35:20.819551,DL
538,Sherie,Ayala,sherie.ayala@msn.com,5 Beech Ave. ,South El Monte,CA,False,91733,2024-05-03 23:35:20.819551,DL
539,Jamika,Acevedo,jamika.acevedo@yahoo.com,8027 NW. Poplar St. ,Ozone Park,NY,False,11417,2024-05-03 23:35:20.819551,DL
540,Shery,Randolph,shery.randolph@hotmail.com,602 Laurel Street ,Ontario,CA,False,91762,2024-05-03 23:35:20.819551,DL
541,Lanita,Burton,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,False,92236,2024-05-03 23:35:20.819551,DL
542,Timothy,Byers,timothy.byers@msn.com,8645 Devonshire Lane ,Ronkonkoma,NY,False,11779,2024-05-03 23:35:20.819551,DL
543,Jasmin,Young,jasmin.young@gmail.com,337 Beach Street ,Helotes,TX,False,78023,2024-05-03 23:35:20.819551,DL
544,Catarina,Mendez,catarina.mendez@hotmail.com,444 Hanover Court ,West Islip,NY,False,11795,2024-05-03 23:35:20.819551,DL
545,Tajuana,Rollins,tajuana.rollins@msn.com,724 N. Glen Creek Street ,Oswego,NY,False,13126,2024-05-03 23:35:20.819551,DL
546,Thad,Castro,thad.castro@msn.com,71 Surrey Ave. ,Brentwood,NY,False,11717,2024-05-03 23:35:20.819551,DL
547,Tena,Huber,tena.huber@gmail.com,185 East Littleton St. ,Newburgh,NY,False,12550,2024-05-03 23:35:20.819551,DL
548,Dori,Alvarez,dori.alvarez@msn.com,8208 Brandywine St. ,Kingston,NY,False,12401,2024-05-03 23:35:20.819551,DL
549,Elmo,Arnold,elmo.arnold@aol.com,7616 Lyme Rd. ,Long Beach,NY,False,11561,2024-05-03 23:35:20.819551,DL
550,Felicidad,Golden,felicidad.golden@yahoo.com,9712 Coffee Ave. ,Lockport,NY,False,14094,2024-05-03 23:35:20.819551,DL
551,Jenine,Crane,jenine.crane@msn.com,7381 Alderwood Drive ,Fort Worth,TX,False,76110,2024-05-03 23:35:20.819551,DL
552,Lea,Key,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,False,92220,2024-05-03 23:35:20.819551,DL
553,Rory,Cooper,rory.cooper@gmail.com,459 West Street ,Rocklin,CA,False,95677,2024-05-03 23:35:20.819551,DL
554,Hilde,Nieves,hilde.nieves@gmail.com,9437 Fordham Lane ,Campbell,CA,False,95008,2024-05-03 23:35:20.819551,DL
555,Marry,Benjamin,marry.benjamin@yahoo.com,33 Amerige Street ,Forney,TX,False,75126,2024-05-03 23:35:20.819551,DL
556,Vernell,Goff,vernell.goff@msn.com,77 Cobblestone St. ,Monroe,NY,False,10950,2024-05-03 23:35:20.819551,DL
557,Erlene,Cook,erlene.cook@gmail.com,89 Blue Spring Street ,Mount Vernon,NY,False,10550,2024-05-03 23:35:20.819551,DL
558,Carroll,Kelly,carroll.kelly@yahoo.com,346 Grant Circle ,Monroe,NY,False,10950,2024-05-03 23:35:20.819551,DL
559,Basilia,Thornton,basilia.thornton@hotmail.com,9033 Pine Dr. ,Brentwood,NY,False,11717,2024-05-03 23:35:20.819551,DL
560,Tricia,Daniels,tricia.daniels@gmail.com,8628 Crescent Court ,Forney,TX,False,75126,2024-05-03 23:35:20.819551,DL
561,Kandace,Hughes,kandace.hughes@hotmail.com,482 Ryan Ave. ,San Lorenzo,CA,False,94580,2024-05-03 23:35:20.819551,DL
562,Alejandro,Norman,alejandro.norman@yahoo.com,8918 Marsh Lane ,Upland,CA,False,91784,2024-05-03 23:35:20.819551,DL
563,Rodney,Odom,rodney.odom@yahoo.com,7782 North Deerfield Lane ,Richmond Hill,NY,False,11418,2024-05-03 23:35:20.819551,DL
564,Bettie,Pierce,bettie.pierce@gmail.com,787 North Vernon Lane ,Farmingdale,NY,False,11735,2024-05-03 23:35:20.819551,DL
565,Dagny,Owen,dagny.owen@hotmail.com,8028 Thompson Drive ,San Angelo,TX,False,76901,2024-05-03 23:35:20.819551,DL
566,Cinthia,Poole,cinthia.poole@aol.com,7 Central Ave. ,Lake Jackson,TX,False,77566,2024-05-03 23:35:20.819551,DL
567,Sheila,Travis,sheila.travis@yahoo.com,9285 Front St. ,Longview,TX,False,75604,2024-05-03 23:35:20.819551,DL
568,Arcelia,Vinson,arcelia.vinson@gmail.com,40 Dogwood St. ,West Islip,NY,False,11795,2024-05-03 23:35:20.819551,DL
569,Lucas,Estes,lucas.estes@yahoo.com,99 Old Church St. ,Santa Monica,CA,False,90403,2024-05-03 23:35:20.819551,DL
570,Marissa,Summers,marissa.summers@msn.com,81 Carpenter St. ,Saint Albans,NY,False,11412,2024-05-03 23:35:20.819551,DL
571,Kaley,Blanchard,kaley.blanchard@msn.com,74 Evergreen Court ,Palos Verdes Peninsula,CA,False,90274,2024-05-03 23:35:20.819551,DL
572,Wm,Pope,wm.pope@msn.com,212 Marsh Court ,Auburn,NY,False,13021,2024-05-03 23:35:20.819551,DL
573,Rubye,Mccall,rubye.mccall@hotmail.com,71 Sherwood Dr. ,Troy,NY,False,12180,2024-05-03 23:35:20.819551,DL
574,Adriene,Rivera,adriene.rivera@hotmail.com,973 Yukon Avenue ,Encino,CA,False,91316,2024-05-03 23:35:20.819551,DL
575,Laurence,Christian,laurence.christian@gmail.com,2 Maple St. ,Jamaica,NY,False,11432,2024-05-03 23:35:20.819551,DL
576,Shirely,Stanley,shirely.stanley@gmail.com,73 White Avenue ,El Paso,TX,False,79930,2024-05-03 23:35:20.819551,DL
577,Danille,Mcfarland,danille.mcfarland@msn.com,14 Tailwater St. ,Rocklin,CA,False,95677,2024-05-03 23:35:20.819551,DL
578,Salena,Day,salena.day@msn.com,8067 Park Court ,San Lorenzo,CA,False,94580,2024-05-03 23:35:20.819551,DL
579,Matilda,Larson,matilda.larson@hotmail.com,336 Saxon Court ,Harlingen,TX,False,78552,2024-05-03 23:35:20.819551,DL
580,Mellisa,Kim,mellisa.kim@aol.com,17 Lyme Dr. ,Los Angeles,CA,False,90008,2024-05-03 23:35:20.819551,DL
581,Vonda,Berger,vonda.berger@yahoo.com,615 S. Proctor Ave. ,Santa Clara,CA,False,95050,2024-05-03 23:35:20.819551,DL
582,Soledad,Moses,soledad.moses@yahoo.com,85 Hickory Ave. ,Jackson Heights,NY,False,11372,2024-05-03 23:35:20.819551,DL
583,Lashandra,Turner,lashandra.turner@hotmail.com,11 Marlborough Rd. ,Long Beach,NY,False,11561,2024-05-03 23:35:20.819551,DL
584,Lynne,Anderson,lynne.anderson@msn.com,325 Inverness St. ,El Paso,TX,False,79930,2024-05-03 23:35:20.819551,DL
585,Chasidy,Webster,chasidy.webster@msn.com,8296 S. Lookout Lane ,Rocklin,CA,False,95677,2024-05-03 23:35:20.819551,DL
586,Ulysses,Gaines,ulysses.gaines@aol.com,22 Gregory Lane ,Monsey,NY,False,10952,2024-05-03 23:35:20.819551,DL
587,Euna,Lopez,euna.lopez@gmail.com,7979 South Mountainview Ave. ,Carmel,NY,False,10512,2024-05-03 23:35:20.819551,DL
588,Cherelle,Key,cherelle.key@msn.com,7739 Snake Hill Lane ,Valley Stream,NY,False,11580,2024-05-03 23:35:20.819551,DL
589,Jeffry,Church,jeffry.church@msn.com,426 Grandrose Ave. ,Pleasanton,CA,False,94566,2024-05-03 23:35:20.819551,DL
590,Cyndi,Dyer,cyndi.dyer@msn.com,313 West Argyle Ave. ,Baldwin,NY,True,11510,2024-05-03 23:35:20.819551,DL
591,Danilo,Holmes,danilo.holmes@gmail.com,657 Manor Station Dr. ,Hicksville,NY,False,11801,2024-05-03 23:35:20.819551,DL
592,Joni,Lee,joni.lee@gmail.com,8573 Proctor Street ,Centereach,NY,False,11720,2024-05-03 23:35:20.819551,DL
593,Antony,Atkinson,antony.atkinson@msn.com,680 East Birchwood Lane ,Smithtown,NY,False,11787,2024-05-03 23:35:20.819551,DL
594,Deanne,Parsons,deanne.parsons@aol.com,76 Amherst Drive ,Lindenhurst,NY,False,11757,2024-05-03 23:35:20.819551,DL
595,Frederica,Rojas,frederica.rojas@yahoo.com,7835 West Jockey Hollow Rd. ,Ithaca,NY,False,14850,2024-05-03 23:35:20.819551,DL
596,Emelda,Dickerson,emelda.dickerson@aol.com,7457 6th St. ,Hamburg,NY,False,14075,2024-05-03 23:35:20.819551,DL
